Sprint_ID,Name,State,Start_Date,End_Date,Activated_Date,Complete_Date,Project_ID
286,Resource Mgmt: RI-17 Sprint 53,CLOSED,2019-08-14 16:15:51,2019-08-28 16:15:00,,2019-08-28 15:38:18,4
287,Foundations: RI-17 Sprint 53,CLOSED,2019-08-14 17:27:56,2019-08-28 17:27:00,,2019-08-28 17:20:22,4
288,Containerization: RI-17 52,CLOSED,2019-07-31 23:13:02,2019-08-14 23:13:00,,2019-08-15 20:32:50,4
289,Foundations: RI-17 Sprint 52,CLOSED,2019-08-01 02:32:51,2019-08-15 02:32:00,,2019-08-14 17:17:50,4
290,Resource Mgmt: RI17 Sp 52,CLOSED,2019-07-31 16:39:47,2019-08-14 16:39:00,,2019-08-14 16:05:11,4
291,Containerization: RI-16 51,CLOSED,2019-07-18 16:25:26,2019-08-01 16:25:00,,2019-07-31 23:11:11,4
292,Storage: RI-16 Sprint 51,CLOSED,2019-07-17 16:50:44,2019-07-31 16:50:00,,2019-07-31 18:05:10,4
293,Resource Mgmt: RI-16 51,CLOSED,2019-07-17 16:57:31,2019-07-31 16:57:00,,2019-07-31 16:04:54,4
294,Mesos Foundations: RI-16 Sp 50,CLOSED,2019-07-03 17:27:00,2019-07-17 17:27:00,,2019-07-17 17:05:43,4
295,Mesos Foundations: RI-16 51,CLOSED,2019-07-17 17:47:44,2019-07-31 17:47:00,,2019-07-31 17:24:23,4
296,Resource Mgmt: RI-16 Sp 50,CLOSED,2019-07-03 16:33:47,2019-07-17 16:33:00,,2019-07-17 16:06:58,4
297,Containerization: RI 15 Sp 49,CLOSED,2019-06-19 18:16:37,2019-07-03 18:16:00,,2019-07-03 18:17:44,4
298,Resource Mgmt: RI 15 Sp 49,CLOSED,2019-06-19 20:41:23,2019-07-03 20:41:00,,2019-07-03 16:16:03,4
299,Containerization: RI-16 Sp 50,CLOSED,2019-07-03 18:43:30,2019-07-17 18:43:00,,2019-07-18 16:24:10,4
300,Mesos Foundations: RI 15 Sp 49,CLOSED,2019-06-19 17:18:32,2019-07-03 17:18:00,,2019-07-03 17:20:59,4
301,Resource Mgmt: RI15 Sp 48,CLOSED,2019-06-05 16:41:01,2019-06-19 16:41:00,,2019-06-19 20:08:43,4
302,Containerization: RI15 Sp 48,CLOSED,2019-06-05 18:50:23,2019-06-19 18:50:00,,2019-06-19 18:12:28,4
303,Mesos Foundations: RI15 Sp 48,CLOSED,2019-06-05 17:50:31,2019-06-19 17:50:00,,2019-06-19 17:05:28,4
304,Storage: RI-14 Sprint 46,CLOSED,2019-05-08 17:03:52,2019-05-22 17:03:00,,2019-06-05 16:37:47,4
305,Resource Mgmt: RI14 Sp 47,CLOSED,2019-05-22 17:02:18,2019-06-05 17:02:00,,2019-06-05 16:10:49,4
306,Containerization: RI14 Sp 47,CLOSED,2019-05-22 18:51:31,2019-06-05 18:51:00,,2019-06-05 18:17:26,4
307,Resource Mgmt: RI14 Sp 46,CLOSED,2019-05-08 16:40:02,2019-05-22 16:40:00,,2019-05-22 16:28:28,4
308,Mesos Foundations: RI14 Sp 46,CLOSED,2019-05-08 18:05:49,2019-05-22 18:05:00,,2019-05-22 17:29:10,4
309,Containerization: RI14 Sp 46,CLOSED,2019-05-08 20:40:29,2019-05-22 20:40:00,,2019-05-22 18:28:30,4
310,Mesos Foundations: RI13 Sp 45,CLOSED,2019-04-24 17:36:44,2019-05-08 17:36:00,,2019-05-08 17:31:46,4
311,Storage: RI-13 Sprint 45,CLOSED,2019-04-24 17:15:59,2019-05-08 17:15:00,,2019-05-08 16:22:18,4
312,Resource Mgmt: RI13 Sp 45,CLOSED,2019-04-24 18:34:53,2019-05-08 18:34:00,,2019-05-08 16:15:56,4
313,Resource Mgmt: RI-13 Sp 44,CLOSED,2019-04-10 18:52:34,2019-04-24 18:52:00,,2019-04-24 18:21:31,4
314,Storage: RI-13 Sprint 44,CLOSED,2019-04-10 15:14:01,2019-04-24 15:14:00,,2019-04-24 17:15:39,4
315,Mesos Foundations: RI-13 Sp 44,CLOSED,2019-04-10 17:42:48,2019-04-24 17:42:00,,2019-04-24 17:14:58,4
316,Containerization: RI-13 Sp 44,CLOSED,2019-04-10 15:57:04,2019-04-24 15:57:00,,2019-04-24 20:08:44,4
317,Storage: RI-12 Sprint 43,CLOSED,2019-03-27 18:24:16,2019-04-10 18:24:00,,2019-04-10 15:17:48,4
318,Resource Mgmt RI12 Sp 43,CLOSED,2019-03-27 18:53:14,2019-04-10 18:53:00,,2019-04-10 18:05:07,4
319,Containerization: RI13 Sp 45,CLOSED,2019-04-24 20:42:54,2019-05-08 20:42:00,,2019-05-08 20:12:09,4
320,Containerization RI12 Sp 43,CLOSED,2019-03-27 21:15:32,2019-04-10 21:15:00,,2019-04-10 15:07:37,4
321,Mesos Foundations RI12 Sp 43,CLOSED,2019-03-27 17:50:59,2019-04-10 17:50:00,,2019-04-10 17:05:53,4
322,Containerization RI12 Sp 42,CLOSED,2019-03-13 15:44:04,2019-03-27 15:44:00,,2019-03-27 20:09:56,4
323,Storage R11 Sprint 40,CLOSED,2019-02-13 17:43:31,2019-02-21 17:43:00,,2019-03-28 17:09:56,4
324,Mesos Foundations RI12 Sp 42,CLOSED,2019-03-13 16:56:55,2019-03-27 16:56:00,,2019-03-27 17:18:57,4
325,Containerization RI11 Sp 41,CLOSED,2019-02-28 06:53:38,2019-03-14 06:53:00,,2019-03-13 15:11:10,4
326,Mesos Foundations RI11 Sp 41,CLOSED,2019-02-27 18:43:04,2019-03-13 18:43:00,,2019-03-13 16:17:48,4
327,Resource Mgmt RI11 Sp 40,CLOSED,2019-02-13 19:54:34,2019-02-27 19:54:00,,2019-02-27 19:07:02,4
328,Mesos Integration RI11 Sp 40,CLOSED,2019-02-13 18:29:10,2019-02-27 18:29:00,,2019-02-28 22:10:01,4
329,Resource Mgmt RI12 Sp 42,CLOSED,2019-03-13 20:30:18,2019-03-27 20:30:00,,2019-03-27 18:08:42,4
330,Mesos Foundations RI11 Sp 40,CLOSED,2019-02-14 03:30:44,2019-02-28 03:30:00,,2019-02-27 18:16:04,4
331,Resource Mgmt RI11 Sp 41,CLOSED,2019-02-27 19:32:37,2019-03-13 19:32:00,,2019-03-13 20:05:27,4
332,Storage R10 Sprint 39,CLOSED,2019-01-30 17:39:46,2019-02-07 17:39:00,,2019-02-13 17:19:34,4
333,Mesos Foundations RI10 Sp 39,CLOSED,2019-01-30 18:28:01,2019-02-13 18:28:00,,2019-02-14 03:26:17,4
334,Resource Mgmt RI10 Sp 39,CLOSED,2019-01-30 20:51:56,2019-02-13 20:51:00,,2019-02-13 19:49:15,4
335,Storage R10 Sprint 38,CLOSED,2019-01-16 17:39:57,2019-01-24 17:39:00,,2019-01-30 17:14:41,4
336,Containerization RI10 Spr 38,CLOSED,2019-01-16 17:38:40,2019-01-24 17:38:00,,2019-01-30 17:24:44,4
337,Mesos Foundations R10 Sp 38,CLOSED,2019-01-17 01:02:23,2019-01-31 01:02:00,,2019-01-30 18:15:12,4
338,Storage R9 Sprint 37,CLOSED,2019-01-08 17:24:43,2019-01-16 17:24:00,,2019-01-16 17:23:10,4
339,Resource Mgmt R9 Sprint 37,CLOSED,2019-01-02 19:22:05,2019-01-16 19:22:00,,2019-01-16 19:12:46,4
340,Mesos Foundations R9 Sprint 37,CLOSED,2019-01-02 16:33:44,2019-01-16 16:33:00,,2019-01-17 01:01:25,4
341,Storage R9 Sprint 36,CLOSED,2018-12-19 17:32:58,2019-01-02 17:32:00,,2019-01-08 17:23:17,4
342,Containerization RI10 Spr 39,CLOSED,2019-01-30 22:06:25,2019-02-13 22:06:00,,2019-02-14 18:43:16,4
343,Containerization R9 Sprint 37,CLOSED,2019-01-02 17:21:17,2019-01-16 17:21:00,,2019-01-16 17:36:12,4
344,Storage R8 Sprint 35,CLOSED,2018-12-06 17:28:24,2018-12-20 17:28:00,,2018-12-19 17:24:54,4
345,Containerization R8 Sprint 35,CLOSED,2018-12-06 17:42:12,2018-12-20 17:42:00,,2018-12-19 17:30:19,4
346,Mesos Foundations R8 Sprint 35,CLOSED,2018-12-06 04:10:04,2018-12-20 04:10:00,,2018-12-20 01:07:17,4
347,Resource Mgmt R8 Sprint 35,CLOSED,2018-12-06 19:32:14,2018-12-20 19:32:00,,2018-12-19 19:31:49,4
348,Storage R8 Sprint 34,CLOSED,2018-11-21 17:28:31,2018-12-05 17:28:00,,2018-12-06 17:11:10,4
349,Mesos Integration R8 Sprint 34,CLOSED,2018-11-22 20:47:59,2018-12-06 15:42:00,,2018-12-13 09:54:46,4
350,Mesos Foundation R7 Sprint 33,CLOSED,2018-11-08 19:25:42,2018-11-22 14:20:00,,2018-11-22 20:45:40,4
351,Storage R7 Sprint 33,CLOSED,2018-11-07 18:19:00,2018-11-21 18:19:00,,2018-11-21 17:21:04,4
352,Containerization R7 Sprint 32,CLOSED,2018-10-26 14:01:54,2018-11-08 17:00:00,,2018-11-08 19:22:36,4
353,Mesos Foundations R7 Sprint 32,CLOSED,2018-10-25 22:04:01,2018-11-08 17:00:00,,2018-11-08 19:21:44,4
354,Mesosphere RI-6 Sprint 2018-31,CLOSED,2018-10-11 16:00:33,2018-10-25 16:00:00,,2018-10-25 16:31:17,4
355,Resource Mgmt R9 Sprint 36,CLOSED,2018-12-19 19:33:28,2019-01-02 19:33:00,,2019-01-02 19:04:47,4
356,Mesos Integration R7 Sprint 33,CLOSED,2018-11-09 16:35:31,2018-11-22 09:00:00,,2018-11-22 20:45:00,4
357,Resource Mgmt R7 Sprint 32,CLOSED,2018-10-25 22:05:33,2018-11-08 17:00:00,,2018-11-08 19:23:09,4
358,Mesosphere RI-6 Sprint 2018-30,CLOSED,2018-09-27 09:00:28,2018-10-11 09:00:00,,2018-10-15 15:30:26,4
359,Mesosphere Sprint 2018-29,CLOSED,2018-09-13 16:00:31,2018-09-27 16:00:00,,2018-09-27 23:03:12,4
360,Mesosphere Sprint 2018-28,CLOSED,2018-08-30 16:00:44,2018-09-13 16:00:00,,2018-09-15 22:11:58,4
361,Mesosphere Sprint 2018-27,CLOSED,2018-08-16 16:00:43,2018-08-30 16:00:00,,2018-08-30 22:49:02,4
362,Mesosphere Sprint 2018-26,CLOSED,2018-08-02 16:00:37,2018-08-16 16:00:00,,2018-08-16 21:52:53,4
363,Mesosphere Sprint 2018-25,CLOSED,2018-07-19 16:00:43,2018-08-02 16:00:00,,2018-08-02 16:12:08,4
364,Mesos Integration RI12 Sp 43,CLOSED,2019-03-28 17:13:50,2019-04-05 17:13:00,,2019-04-11 16:12:03,4
365,Mesosphere Sprint 2018-24,CLOSED,2018-07-05 16:00:02,2018-07-19 16:00:00,,2018-07-19 22:03:09,4
366,Mesosphere Sprint 2018-23,CLOSED,2018-06-21 16:00:55,2018-07-05 16:00:00,,2018-07-05 20:22:13,4
367,Containerization R8 Sprint 34,CLOSED,2018-11-22 20:48:19,2018-12-06 15:43:00,,2018-12-06 17:16:03,4
368,Resource Mgmt R8 Sprint 34,CLOSED,2018-12-03 17:17:44,2018-12-06 09:00:00,,2018-12-06 19:12:26,4
369,Mesosphere Sprint 2018-22,CLOSED,2018-06-07 16:00:48,2018-06-21 16:00:00,,2018-06-21 17:29:19,4
370,Containerization RI11 Sp 40,CLOSED,2019-02-14 18:44:05,2019-02-28 18:44:00,,2019-02-28 06:52:00,4
371,Mesosphere Sprint 2018-21,CLOSED,2018-05-24 16:00:59,2018-06-07 16:00:00,,2018-06-11 22:37:50,4
372,Mesosphere Sprint 2018-20,CLOSED,2018-05-10 16:00:41,2018-05-24 16:00:00,,2018-05-25 05:26:33,4
373,Mesosphere Sprint 79,CLOSED,2018-04-26 16:00:04,2018-05-10 16:00:00,,2018-05-10 21:30:40,4
374,Mesosphere Sprint 78,CLOSED,2018-04-12 17:11:36,2018-04-26 17:11:00,,2018-04-30 18:40:28,4
375,Containerization: RI-18 54,CLOSED,2019-08-28 18:57:48,2019-09-11 18:57:00,,2019-09-11 22:22:43,4
376,Mesosphere Sprint 77,CLOSED,2018-03-29 16:00:01,2018-04-12 16:00:00,,2018-04-12 17:10:49,4
377,Mesosphere Sprint 76,CLOSED,2018-03-08 16:28:02,2018-03-29 16:00:00,,2018-03-30 18:28:28,4
378,Mesosphere Sprint 75,CLOSED,2018-02-15 17:59:57,2018-03-01 17:59:00,,2018-03-03 06:46:22,4
379,Mesosphere Sprint 74,CLOSED,2018-02-01 18:00:46,2018-02-15 18:00:00,,2018-02-15 17:36:28,4
380,Mesosphere Sprint 73,CLOSED,2018-01-19 01:12:02,2018-02-02 01:12:00,,2018-02-01 19:40:44,4
381,Mesosphere Sprint 72,CLOSED,2018-01-04 21:03:54,2018-01-18 21:03:00,,2018-01-21 01:11:32,4
382,Mesosphere Sprint 71,CLOSED,2017-12-21 20:26:11,2018-01-04 20:26:00,,2018-01-08 21:02:32,4
383,Mesosphere Sprint 70,CLOSED,2017-12-07 23:50:25,2017-12-21 23:50:00,,2017-12-22 10:41:03,4
384,Mesosphere Sprint 69,CLOSED,2017-11-23 18:57:39,2017-12-07 18:57:00,,2017-12-08 23:49:29,4
385,Mesosphere Sprint 68,CLOSED,2017-11-10 01:00:23,2017-11-24 01:00:00,,2017-11-27 18:56:18,4
386,Mesosphere Sprint 67,CLOSED,2017-10-26 18:00:44,2017-11-09 19:00:00,,2017-11-13 01:03:16,4
387,Mesosphere Sprint 66,CLOSED,2017-10-12 09:00:55,2017-10-26 09:00:00,,2017-10-30 17:50:51,4
388,Mesosphere Sprint 65,CLOSED,2017-09-29 04:49:32,2017-10-13 04:49:00,,2017-10-16 18:37:17,4
389,Mesosphere Sprint 64,CLOSED,2017-09-14 22:53:08,2017-09-28 22:53:00,,2017-09-29 04:48:21,4
390,Mesosphere Sprint 63,CLOSED,2017-09-01 00:08:29,2017-09-15 00:08:00,,2017-09-19 22:53:28,4
391,Mesosphere Sprint 62,CLOSED,2017-08-17 18:03:01,2017-08-31 18:03:00,,2017-09-06 00:07:34,4
392,Mesosphere Sprint 61,CLOSED,2017-08-03 17:44:35,2017-08-17 17:44:00,,2017-08-18 18:02:55,4
393,Mesosphere Sprint 60,CLOSED,2017-07-20 22:52:52,2017-08-03 22:52:00,,2017-08-07 17:43:43,4
394,Mesosphere Sprint 59,CLOSED,2017-07-06 20:50:24,2017-07-20 20:50:00,,2017-07-21 22:51:35,4
395,Mesosphere Sprint 58,CLOSED,2017-06-08 20:20:04,2017-06-22 20:20:00,,2017-07-07 20:47:44,4
396,Mesosphere Sprint 57,CLOSED,2017-05-11 15:54:18,2017-05-25 15:54:00,,2017-06-13 20:15:39,4
397,Mesosphere Sprint 56,CLOSED,2017-04-27 15:33:44,2017-05-11 15:33:00,,2017-05-12 15:53:52,4
398,Mesosphere Sprint 55,CLOSED,2017-04-13 20:00:56,2017-04-27 20:00:00,,2017-05-02 15:32:22,4
399,Mesosphere Sprint 54,CLOSED,2017-03-30 20:00:08,2017-04-13 20:00:00,,2017-04-14 08:53:41,4
400,Mesosphere Sprint 53,CLOSED,2017-03-17 20:01:19,2017-03-30 20:01:00,,2017-03-31 20:28:07,4
401,Mesosphere Sprint 52,CLOSED,2017-02-17 22:30:39,2017-03-03 22:30:00,,2017-03-23 20:01:05,4
402,Mesosphere Sprint 51,CLOSED,2017-02-14 01:38:14,2017-02-28 01:38:00,,2017-02-21 09:53:45,4
403,Mesosphere Sprint 50,CLOSED,2017-01-27 18:03:42,2017-02-10 18:03:00,,2017-02-04 01:05:49,4
404,Mesosphere Sprint 49,CLOSED,2017-01-07 00:42:04,2017-01-21 00:42:00,,2017-01-27 18:03:29,4
405,Mesosphere Sprint 48,CLOSED,2016-12-10 01:12:49,2016-12-24 01:12:00,,2017-01-07 00:41:38,4
406,Mesosphere Sprint 47,CLOSED,2016-11-15 15:11:03,2016-11-29 15:11:00,,2016-12-08 17:46:36,4
407,Mesosphere Sprint 46,CLOSED,2016-10-28 16:22:08,2016-11-11 16:22:00,,2016-11-15 15:10:30,4
408,Mesosphere Sprint 44,CLOSED,2016-09-29 16:40:30,2016-10-13 16:40:00,,2016-10-14 23:11:31,4
409,Mesosphere Sprint 45,CLOSED,2016-10-13 18:58:52,2016-10-27 18:58:00,,2016-10-28 16:21:34,4
410,Mesosphere Sprint 43,CLOSED,2016-09-19 14:11:40,2016-10-03 14:11:00,,2016-09-29 16:40:10,4
411,Mesosphere Sprint 42,CLOSED,2016-09-03 11:15:36,2016-09-17 11:15:00,,2016-09-18 18:02:51,4
412,Mesosphere Sprint 41,CLOSED,2016-08-09 21:58:52,2016-08-23 21:58:00,,2016-09-03 11:14:20,4
413,Mesosphere Sprint 40,CLOSED,2016-07-22 14:28:06,2016-08-05 14:28:00,,2016-08-09 21:58:27,4
414,Mesosphere Sprint 39,CLOSED,2016-07-08 16:27:48,2016-07-22 16:27:00,,2016-07-22 14:27:36,4
415,Mesosphere Sprint 38,CLOSED,2016-06-27 23:27:22,2016-07-11 23:27:00,,2016-07-08 16:27:30,4
416,Mesosphere Sprint 37,CLOSED,2016-06-13 05:43:03,2016-06-27 05:43:00,,2016-06-27 23:26:17,4
417,Mesosphere Sprint 36,CLOSED,2016-05-29 20:29:35,2016-06-12 20:29:00,,2016-06-13 05:42:37,4
418,Mesosphere Sprint 35,CLOSED,2016-05-13 14:54:02,2016-05-27 14:54:00,,2016-05-29 20:29:10,4
419,Mesosphere Sprint 34,CLOSED,2016-04-27 16:13:40,2016-05-11 16:13:00,,2016-05-13 14:53:33,4
420,Mesosphere Sprint 33,CLOSED,2016-04-12 16:14:54,2016-04-26 16:14:00,,2016-04-27 16:13:10,4
421,Mesosphere Sprint 32,CLOSED,2016-03-30 00:40:05,2016-04-13 00:40:00,,2016-04-12 16:14:26,4
422,Mesosphere Sprint 31,CLOSED,2016-03-15 18:06:45,2016-03-29 18:06:00,,2016-03-30 00:39:24,4
423,Mesosphere Sprint 30,CLOSED,2016-03-01 17:40:49,2016-03-15 17:40:00,,2016-03-15 18:05:37,4
424,Mesosphere Sprint 29,CLOSED,2016-02-16 23:11:51,2016-03-01 23:11:00,,2016-03-01 17:40:16,4
425,Mesosphere Sprint 28,CLOSED,2016-02-01 20:19:53,2016-02-15 20:19:00,,2016-02-16 23:11:28,4
426,Mesosphere Sprint 27,CLOSED,2016-01-21 07:55:27,2016-02-04 07:55:00,,2016-02-01 20:18:57,4
427,Mesosphere Sprint 26,CLOSED,2016-01-04 23:06:24,2016-01-18 23:06:00,,2016-01-21 07:54:52,4
428,Mesosphere Sprint 24,CLOSED,2015-12-07 21:28:11,2015-12-21 21:28:00,,2015-12-21 17:58:03,4
429,Mesosphere Sprint 25,CLOSED,2015-12-21 22:33:11,2016-01-04 22:33:00,,2016-01-04 19:11:33,4
430,Mesosphere Sprint 23,CLOSED,2015-11-23 22:08:23,2015-12-07 22:08:00,,2015-12-07 19:07:58,4
431,Resource Mgmt: RI-18 54,CLOSED,2019-08-28 15:47:30,2019-09-11 15:47:00,,2019-09-11 15:20:01,4
432,Mesosphere Sprint 22,CLOSED,2015-11-09 21:00:43,2015-11-23 21:00:00,,2015-11-23 21:39:05,4
433,Mesosphere Sprint 21,CLOSED,2015-10-12 20:46:10,2015-10-26 19:00:00,,2015-11-09 21:25:04,4
434,Mesosphere Sprint 20,CLOSED,2015-09-28 20:37:51,2015-10-12 20:37:00,,2015-10-12 20:45:16,4
435,Twitter Mesos Q3 Sprint 6,CLOSED,2015-09-28 18:38:27,2015-10-12 18:00:00,,2015-12-07 21:27:50,4
436,Mesosphere Sprint 19,CLOSED,2015-09-14 20:54:44,2015-09-28 20:54:00,,2015-09-28 20:13:34,4
437,Twitter Mesos Q3 Sprint 5,CLOSED,2015-09-14 18:53:25,2015-09-28 18:00:00,,2015-09-28 18:07:39,4
438,Mesosphere Sprint 18,CLOSED,2015-08-31 20:44:13,2015-09-14 20:44:00,,2015-09-14 20:43:45,4
439,Twitter Mesos Q3 Sprint 4,CLOSED,2015-08-31 19:01:28,2015-09-14 18:00:00,,2015-09-14 18:06:38,4
440,Mesosphere Sprint 17,CLOSED,2015-08-17 19:00:49,2015-08-31 19:00:00,,2015-08-31 20:21:32,4
441,Twitter Mesos Q3 Sprint 3,CLOSED,2015-08-03 18:22:05,2015-08-17 18:00:00,,2015-08-31 18:08:06,4
442,Mesosphere Sprint 16,CLOSED,2015-08-03 20:00:40,2015-08-17 19:00:00,,2015-08-17 23:30:57,4
443,Twitter Mesos Q3 Sprint 2,CLOSED,2015-07-21 19:09:42,2015-08-03 18:00:00,,2015-08-03 18:11:30,4
444,Mesosphere Sprint 15,CLOSED,2015-07-20 20:00:47,2015-08-03 17:00:00,,2015-08-03 20:30:09,4
445,Twitter Mesos Q3 Sprint 1,CLOSED,2015-07-06 18:52:39,2015-07-20 18:00:00,,2015-07-20 19:30:20,4
446,Mesosphere Sprint 14,CLOSED,2015-07-06 17:00:32,2015-07-20 17:00:00,,2015-07-20 20:35:43,4
447,Mesosphere Sprint 13,CLOSED,2015-06-22 17:00:57,2015-07-06 16:00:00,,2015-07-06 19:05:04,4
448,Twitter Mesos Q2 Sprint 6,CLOSED,2015-06-22 18:27:42,2015-07-06 18:00:00,,2015-07-06 18:38:22,4
449,Twitter Mesos Q2 Sprint 5,CLOSED,2015-06-08 19:00:00,2015-06-22 18:00:00,,2015-06-22 18:13:49,4
450,Mesosphere Sprint 12,CLOSED,2015-06-08 16:00:47,2015-06-22 16:00:00,,2015-06-22 17:54:29,4
451,Twitter Q2 Sprint 3,CLOSED,2015-05-26 18:00:31,2015-06-08 18:00:00,,2015-06-08 18:13:04,4
452,Mesosphere Sprint 11,CLOSED,2015-05-26 17:54:14,2015-06-08 16:00:00,,2015-06-08 20:13:57,4
453,Mesosphere Sprint 10,CLOSED,2015-05-15 16:30:26,2015-05-26 01:00:00,,2015-05-27 19:49:52,4
454,Twitter Q2 Sprint 3 - 5/11,CLOSED,2015-05-11 18:00:12,2015-05-25 18:00:00,,2015-05-26 18:13:38,4
455,Twitter Q2 Sprint 2,CLOSED,2015-04-27 20:59:03,2015-05-11 20:59:00,,2015-05-11 18:26:37,4
456,Mesosphere Q1 Sprint 9 - 5/15,CLOSED,2015-05-01 15:00:00,2015-05-16 00:00:00,,2015-05-15 16:47:08,4
457,Mesosphere Q2 Sprint 8 - 5/1,CLOSED,2015-04-17 15:46:14,2015-05-01 15:46:00,,2015-05-01 15:23:06,4
458,Twitter Q2 Sprint 1 - 4/13,CLOSED,2015-04-13 18:00:42,2015-04-27 18:00:00,,2015-04-27 18:26:06,4
459,Mesosphere Q1 Sprint 7 - 4/17,CLOSED,2015-04-03 16:57:36,2015-04-17 16:57:00,,2015-04-17 15:13:56,4
460,Twitter Mesos Q1 Sprint 6,CLOSED,2015-03-30 18:19:21,2015-04-06 18:00:00,,2015-04-13 18:11:10,4
461,Mesosphere Q1 Sprint 6 - 4/3,CLOSED,2015-03-20 15:41:35,2015-04-03 15:41:00,,2015-04-03 16:56:08,4
462,Twitter Mesos Q1 Sprint 5,CLOSED,2015-03-16 18:00:39,2015-03-30 18:00:00,,2015-03-30 18:13:37,4
463,Mesosphere Q1 Sprint 5 - 3/20,CLOSED,2015-03-09 23:12:34,2015-03-20 23:12:00,,2015-03-20 15:31:23,4
464,Twitter Mesos Q1 Sprint 4,CLOSED,2015-03-02 19:31:49,2015-03-16 19:31:00,,2015-03-16 18:20:23,4
465,Mesosphere Q1 Sprint 4 - 3/6,CLOSED,2015-02-20 16:28:58,2015-03-06 16:28:00,,2015-03-09 23:11:32,4
466,Twitter Mesos Q1 Sprint 3,CLOSED,2015-02-17 18:00:00,2015-03-02 19:00:00,,2015-03-02 19:09:50,4
467,Mesosphere Q1 Sprint 3 - 2/20,CLOSED,2015-02-06 16:47:50,2015-02-20 16:47:00,,2015-02-20 16:16:31,4
468,Twitter Mesos Q1 Sprint 2,CLOSED,2015-02-02 20:00:11,2015-02-16 19:00:00,,2015-02-17 17:46:05,4
469,Twitter Mesos Q1 Sprint 1,CLOSED,2015-01-20 19:59:00,2015-02-03 19:48:00,,2015-02-02 18:45:12,4
470,Mesosphere Q1 Sprint 2 - 2/6,CLOSED,2015-01-23 16:54:35,2015-02-06 16:54:00,,2015-02-06 16:22:48,4
471,Twitter Mesos Q4 Sprint 5,CLOSED,2014-12-01 19:30:00,2014-12-15 19:00:00,,2014-12-15 19:22:03,4
472,Mesosphere Q4 Sprint 3 - 12/7,CLOSED,2014-11-19 17:58:45,2014-12-07 17:58:00,,2015-01-15 21:15:18,4
473,Twitter Mesos Q4 Sprint 4,CLOSED,2014-11-17 19:30:00,2014-12-01 19:00:00,,2014-12-01 19:16:37,4
474,Mesosphere Q4 Sprint 2 - 11/14,CLOSED,2014-11-04 18:40:29,2014-11-14 18:40:00,,2014-11-17 18:50:24,4
475,Twitter Mesos Q4 Sprint 3,CLOSED,2014-11-03 19:00:04,2014-11-17 19:00:00,,2014-11-17 18:59:59,4
